p_key,country1,country2,country3,country4,country5,amount,transaction_date,Path,Path_length
2997602,United Kingdom,,Russia,Greece,,2685.0,2019-02-28T19:36:44.000Z,United Kingdom_Russia_Greece,3
2997603,Greece,Israel,Russia,,Mexico,52321.0,2019-02-28T19:36:46.000Z,Greece_Israel_Russia_Mexico,4
2997604,,Mexico,Turkey,,Russia,47722.0,2019-02-28T19:36:47.000Z,Mexico_Turkey_Russia,3
2997605,Turkey,United Kingdom,United Kingdom,Spain,Russia,53495.0,2019-02-28T19:36:49.000Z,Turkey_United Kingdom_Spain_Russia,4
2997606,Russia,Spain,Russia,,United Kingdom,4212.0,2019-02-28T19:36:50.000Z,Russia_Spain_Russia_United Kingdom,4
2997607,Spain,Russia,Mexico,Israel,Spain,75395.0,2019-02-28T19:36:50.000Z,Spain_Russia_Mexico_Israel_Spain,5
2997608,United Kingdom,Spain,Mexico,United Kingdom,Turkey,39285.0,2019-02-28T19:36:51.000Z,United Kingdom_Spain_Mexico_United Kingdom_Turkey,5
2997609,Russia,Mexico,Mexico,Israel,Greece,93995.0,2019-02-28T19:36:59.000Z,Russia_Mexico_Israel_Greece,4
2997610,Turkey,Greece,,Spain,Russia,17513.0,2019-02-28T19:37:02.000Z,Turkey_Greece_Spain_Russia,4
2997611,Spain,United Kingdom,United Kingdom,Mexico,,92987.0,2019-02-28T19:37:02.000Z,Spain_United Kingdom_Mexico,3
2997612,Greece,,Israel,United Kingdom,Greece,96731.0,2019-02-28T19:37:06.000Z,Greece_Israel_United Kingdom_Greece,4
2997614,Mexico,,Russia,Greece,United Kingdom,37803.0,2019-02-28T19:37:08.000Z,Mexico_Russia_Greece_United Kingdom,4
2997615,,Greece,Spain,United Kingdom,Russia,39299.0,2019-02-28T19:37:10.000Z,Greece_Spain_United Kingdom_Russia,4
2997616,Turkey,Israel,Spain,Turkey,,51695.0,2019-02-28T19:37:10.000Z,Turkey_Israel_Spain_Turkey,4
2997617,,Greece,Turkey,United Kingdom,Mexico,83867.0,2019-02-28T19:37:13.000Z,Greece_Turkey_United Kingdom_Mexico,4
2997618,,Greece,United Kingdom,,Turkey,62138.0,2019-02-28T19:37:15.000Z,Greece_United Kingdom_Turkey,3
2997619,Israel,Mexico,,Greece,Russia,62389.0,2019-02-28T19:37:19.000Z,Israel_Mexico_Greece_Russia,4
2997621,Israel,Israel,United Kingdom,Israel,Turkey,82230.0,2019-02-28T19:37:23.000Z,Israel_United Kingdom_Israel_Turkey,4
2997622,,,Israel,,United Kingdom,44617.0,2019-02-28T19:37:25.000Z,Israel_United Kingdom,2
2997623,,Russia,Mexico,Russia,Israel,68947.0,2019-02-28T19:37:25.000Z,Russia_Mexico_Russia_Israel,4
2997624,Spain,,United Kingdom,Mexico,Russia,60685.0,2019-02-28T19:37:27.000Z,Spain_United Kingdom_Mexico_Russia,4
2997625,Russia,Turkey,,United Kingdom,Mexico,30781.0,2019-02-28T19:37:28.000Z,Russia_Turkey_United Kingdom_Mexico,4
2997626,Russia,Spain,United Kingdom,Greece,Israel,54121.0,2019-02-28T19:37:28.000Z,Russia_Spain_United Kingdom_Greece_Israel,5
2997627,Russia,Israel,Greece,,United Kingdom,63766.0,2019-02-28T19:37:31.000Z,Russia_Israel_Greece_United Kingdom,4
2997628,Greece,Greece,,Mexico,Russia,49873.0,2019-02-28T19:37:32.000Z,Greece_Mexico_Russia,3
2997629,Mexico,Turkey,Greece,Spain,Spain,38914.0,2019-02-28T19:37:35.000Z,Mexico_Turkey_Greece_Spain,4
2997630,,Mexico,Turkey,,,98313.0,2019-02-28T19:37:36.000Z,Mexico_Turkey,2
2997631,Israel,Israel,,,Greece,74520.0,2019-02-28T19:37:37.000Z,Israel_Greece,2
2997632,Russia,Israel,Mexico,United Kingdom,,9662.0,2019-02-28T19:37:39.000Z,Russia_Israel_Mexico_United Kingdom,4
2997633,Israel,,Spain,,Israel,26330.0,2019-02-28T19:37:41.000Z,Israel_Spain_Israel,3
2997634,Spain,Russia,Mexico,Greece,,1655.0,2019-02-28T19:37:42.000Z,Spain_Russia_Mexico_Greece,4
2997635,United Kingdom,Mexico,Greece,,Turkey,47679.0,2019-02-28T19:37:42.000Z,United Kingdom_Mexico_Greece_Turkey,4
2997637,,Russia,Greece,Israel,Turkey,22054.0,2019-02-28T19:37:44.000Z,Russia_Greece_Israel_Turkey,4
2997638,Greece,Turkey,Russia,Mexico,Greece,26804.0,2019-02-28T19:37:47.000Z,Greece_Turkey_Russia_Mexico_Greece,5
2997639,Israel,,United Kingdom,Mexico,Israel,93341.0,2019-02-28T19:37:50.000Z,Israel_United Kingdom_Mexico_Israel,4
2997640,Russia,Mexico,,Russia,United Kingdom,70664.0,2019-02-28T19:37:50.000Z,Russia_Mexico_Russia_United Kingdom,4
2997642,,Russia,,Israel,Turkey,34338.0,2019-02-28T19:37:51.000Z,Russia_Israel_Turkey,3
2997643,Turkey,Russia,,Spain,Turkey,83097.0,2019-02-28T19:37:58.000Z,Turkey_Russia_Spain_Turkey,4
2997644,Israel,Spain,Israel,Israel,Russia,59600.0,2019-02-28T19:38:01.000Z,Israel_Spain_Israel_Russia,4
2997645,Russia,Russia,,Spain,Mexico,14537.0,2019-02-28T19:38:01.000Z,Russia_Spain_Mexico,3
2997646,United Kingdom,United Kingdom,,Spain,,30957.0,2019-02-28T19:38:02.000Z,United Kingdom_Spain,2
2997647,Israel,United Kingdom,Mexico,Turkey,,84233.0,2019-02-28T19:38:04.000Z,Israel_United Kingdom_Mexico_Turkey,4
2997648,Turkey,United Kingdom,Israel,Turkey,,66450.0,2019-02-28T19:38:06.000Z,Turkey_United Kingdom_Israel_Turkey,4
2997649,,Israel,,Turkey,Greece,611.0,2019-02-28T19:38:13.000Z,Israel_Turkey_Greece,3
2997650,Turkey,Greece,Mexico,United Kingdom,Spain,91740.0,2019-02-28T19:38:17.000Z,Turkey_Greece_Mexico_United Kingdom_Spain,5
2997651,Spain,,United Kingdom,Turkey,Spain,38025.0,2019-02-28T19:38:18.000Z,Spain_United Kingdom_Turkey_Spain,4
2997652,Spain,United Kingdom,,Mexico,Turkey,22359.0,2019-02-28T19:38:21.000Z,Spain_United Kingdom_Mexico_Turkey,4
2997653,,,Spain,United Kingdom,Russia,35982.0,2019-02-28T19:38:23.000Z,Spain_United Kingdom_Russia,3
2997654,Russia,,United Kingdom,Mexico,United Kingdom,59751.0,2019-02-28T19:38:24.000Z,Russia_United Kingdom_Mexico_United Kingdom,4
2997655,Greece,Spain,Russia,,Mexico,12051.0,2019-02-28T19:38:24.000Z,Greece_Spain_Russia_Mexico,4
2997656,,United Kingdom,Spain,United Kingdom,Greece,6314.0,2019-02-28T19:38:26.000Z,United Kingdom_Spain_United Kingdom_Greece,4
2997657,Turkey,Spain,,United Kingdom,Russia,96240.0,2019-02-28T19:38:28.000Z,Turkey_Spain_United Kingdom_Russia,4
2997658,Greece,Israel,United Kingdom,Mexico,Russia,96468.0,2019-02-28T19:38:29.000Z,Greece_Israel_United Kingdom_Mexico_Russia,5
2997659,Spain,Israel,,,Greece,24016.0,2019-02-28T19:38:31.000Z,Spain_Israel_Greece,3
2997660,Turkey,Israel,Russia,Mexico,,72038.0,2019-02-28T19:38:34.000Z,Turkey_Israel_Russia_Mexico,4
2997661,Greece,Mexico,Russia,,,68755.0,2019-02-28T19:38:37.000Z,Greece_Mexico_Russia,3
2997662,Russia,Israel,Greece,,Greece,72316.0,2019-02-28T19:38:38.000Z,Russia_Israel_Greece,3
2997663,Turkey,Mexico,,,Turkey,51878.0,2019-02-28T19:38:40.000Z,Turkey_Mexico_Turkey,3
2997664,Russia,Greece,Russia,Israel,Israel,20778.0,2019-02-28T19:38:43.000Z,Russia_Greece_Russia_Israel,4
2997665,Greece,Greece,United Kingdom,Greece,Israel,71970.0,2019-02-28T19:38:48.000Z,Greece_United Kingdom_Greece_Israel,4
2997666,Israel,Israel,Israel,,Turkey,95470.0,2019-02-28T19:38:48.000Z,Israel_Turkey,2
2997667,United Kingdom,,Mexico,,Greece,8938.0,2019-02-28T19:38:52.000Z,United Kingdom_Mexico_Greece,3
2997668,Spain,Mexico,Spain,Greece,Israel,17993.0,2019-02-28T19:38:52.000Z,Spain_Mexico_Spain_Greece_Israel,5
2997669,Russia,,,Israel,,87906.0,2019-02-28T19:38:52.000Z,Russia_Israel,2
2997670,Greece,,,Russia,Mexico,81130.0,2019-02-28T19:38:59.000Z,Greece_Russia_Mexico,3
2997671,Spain,,,Mexico,United Kingdom,42982.0,2019-02-28T19:39:00.000Z,Spain_Mexico_United Kingdom,3
2997672,Russia,,,Turkey,,92105.0,2019-02-28T19:39:01.000Z,Russia_Turkey,2
2997673,,Spain,Turkey,Greece,Israel,52048.0,2019-02-28T19:39:02.000Z,Spain_Turkey_Greece_Israel,4
2997674,Turkey,Russia,,United Kingdom,Mexico,5436.0,2019-02-28T19:39:04.000Z,Turkey_Russia_United Kingdom_Mexico,4
2997676,Turkey,Spain,Israel,Greece,Russia,37349.0,2019-02-28T19:39:11.000Z,Turkey_Spain_Israel_Greece_Russia,5
2997677,Russia,United Kingdom,Greece,Turkey,Mexico,17582.0,2019-02-28T19:39:12.000Z,Russia_United Kingdom_Greece_Turkey_Mexico,5
2997678,Spain,Mexico,United Kingdom,Spain,Russia,21340.0,2019-02-28T19:39:12.000Z,Spain_Mexico_United Kingdom_Spain_Russia,5
2997679,Israel,,Spain,Mexico,Russia,96854.0,2019-02-28T19:39:12.000Z,Israel_Spain_Mexico_Russia,4
2997680,Spain,Turkey,United Kingdom,Israel,Spain,16740.0,2019-02-28T19:39:14.000Z,Spain_Turkey_United Kingdom_Israel_Spain,5
2997681,Mexico,Mexico,United Kingdom,Israel,United Kingdom,12546.0,2019-02-28T19:39:15.000Z,Mexico_United Kingdom_Israel_United Kingdom,4
2997682,Greece,Spain,Russia,,Turkey,29138.0,2019-02-28T19:39:18.000Z,Greece_Spain_Russia_Turkey,4
2997683,Turkey,Israel,Mexico,,Russia,10649.0,2019-02-28T19:39:20.000Z,Turkey_Israel_Mexico_Russia,4
2997684,,Spain,,,Israel,19643.0,2019-02-28T19:39:20.000Z,Spain_Israel,2
2997685,Mexico,Russia,Mexico,,,91067.0,2019-02-28T19:39:26.000Z,Mexico_Russia_Mexico,3
2997686,,United Kingdom,Greece,United Kingdom,Mexico,39286.0,2019-02-28T19:39:27.000Z,United Kingdom_Greece_United Kingdom_Mexico,4
2997687,Spain,,United Kingdom,Israel,Greece,94556.0,2019-02-28T19:39:27.000Z,Spain_United Kingdom_Israel_Greece,4
2997688,Israel,Turkey,,United Kingdom,Turkey,64574.0,2019-02-28T19:39:28.000Z,Israel_Turkey_United Kingdom_Turkey,4
2997689,Mexico,Turkey,,Spain,,78005.0,2019-02-28T19:39:30.000Z,Mexico_Turkey_Spain,3
2997690,Russia,Mexico,United Kingdom,Israel,,21844.0,2019-02-28T19:39:33.000Z,Russia_Mexico_United Kingdom_Israel,4
2997691,Israel,Greece,,Turkey,Spain,4565.0,2019-02-28T19:39:35.000Z,Israel_Greece_Turkey_Spain,4
2997692,,,Greece,Spain,United Kingdom,43005.0,2019-02-28T19:39:36.000Z,Greece_Spain_United Kingdom,3
2997693,Mexico,United Kingdom,Spain,,Mexico,5833.0,2019-02-28T19:39:38.000Z,Mexico_United Kingdom_Spain_Mexico,4
2997694,Israel,Mexico,Greece,,Turkey,52328.0,2019-02-28T19:39:40.000Z,Israel_Mexico_Greece_Turkey,4
2997695,Greece,,Russia,Spain,Turkey,68339.0,2019-02-28T19:39:41.000Z,Greece_Russia_Spain_Turkey,4
2997696,,United Kingdom,Israel,Spain,,3011.0,2019-02-28T19:39:42.000Z,United Kingdom_Israel_Spain,3
2997697,Spain,Turkey,Mexico,,Israel,16727.0,2019-02-28T19:39:42.000Z,Spain_Turkey_Mexico_Israel,4
2997698,Spain,Spain,,Russia,Greece,18684.0,2019-02-28T19:39:44.000Z,Spain_Russia_Greece,3
2997699,,Greece,,,Mexico,97904.0,2019-02-28T19:39:45.000Z,Greece_Mexico,2
2997700,Russia,,Spain,United Kingdom,Israel,87869.0,2019-02-28T19:39:45.000Z,Russia_Spain_United Kingdom_Israel,4
2997701,Greece,Russia,Turkey,Russia,,10931.0,2019-02-28T19:39:46.000Z,Greece_Russia_Turkey_Russia,4
2997702,Spain,Israel,Turkey,Russia,Turkey,54699.0,2019-02-28T19:39:46.000Z,Spain_Israel_Turkey_Russia_Turkey,5
2997703,,Greece,Turkey,United Kingdom,Russia,87544.0,2019-02-28T19:39:50.000Z,Greece_Turkey_United Kingdom_Russia,4
2997704,Spain,Mexico,,Spain,Israel,61182.0,2019-02-28T19:39:51.000Z,Spain_Mexico_Spain_Israel,4
2997705,Spain,Israel,Greece,Mexico,Israel,71946.0,2019-02-28T19:39:52.000Z,Spain_Israel_Greece_Mexico_Israel,5
2997706,Russia,,Greece,Turkey,,32817.0,2019-02-28T19:39:56.000Z,Russia_Greece_Turkey,3
2997707,Spain,Turkey,Israel,Israel,Turkey,28202.0,2019-02-28T19:39:59.000Z,Spain_Turkey_Israel_Turkey,4
2997708,Spain,United Kingdom,,United Kingdom,Spain,42411.0,2019-02-28T19:39:59.000Z,Spain_United Kingdom_Spain,3
2997709,Greece,Turkey,Greece,Greece,Russia,51868.0,2019-02-28T19:40:00.000Z,Greece_Turkey_Greece_Russia,4
2997710,Turkey,United Kingdom,Spain,,Spain,68133.0,2019-02-28T19:40:01.000Z,Turkey_United Kingdom_Spain,3
2997711,Greece,,United Kingdom,Mexico,United Kingdom,92583.0,2019-02-28T19:40:03.000Z,Greece_United Kingdom_Mexico_United Kingdom,4
2997712,Turkey,Russia,,United Kingdom,Spain,12858.0,2019-02-28T19:40:05.000Z,Turkey_Russia_United Kingdom_Spain,4
2997713,,Spain,Greece,Spain,Russia,31535.0,2019-02-28T19:40:07.000Z,Spain_Greece_Spain_Russia,4
2997714,,Greece,,Russia,Mexico,12505.0,2019-02-28T19:40:09.000Z,Greece_Russia_Mexico,3
2997715,Turkey,Israel,Russia,Spain,Israel,24448.0,2019-02-28T19:40:12.000Z,Turkey_Israel_Russia_Spain_Israel,5
2997716,Russia,Spain,Greece,Israel,,84169.0,2019-02-28T19:40:20.000Z,Russia_Spain_Greece_Israel,4
2997717,Mexico,Spain,United Kingdom,Turkey,Russia,51451.0,2019-02-28T19:40:21.000Z,Mexico_Spain_United Kingdom_Turkey_Russia,5
2997718,Mexico,,Russia,Greece,Greece,11264.0,2019-02-28T19:40:21.000Z,Mexico_Russia_Greece,3
2997719,Greece,United Kingdom,Russia,Mexico,Mexico,96464.0,2019-02-28T19:40:22.000Z,Greece_United Kingdom_Russia_Mexico,4
2997720,Mexico,,Russia,,Russia,51289.0,2019-02-28T19:40:26.000Z,Mexico_Russia,2
2997721,Russia,United Kingdom,Spain,,,33886.0,2019-02-28T19:40:26.000Z,Russia_United Kingdom_Spain,3
2997722,,United Kingdom,United Kingdom,,Turkey,59702.0,2019-02-28T19:40:28.000Z,United Kingdom_Turkey,2
2997723,Russia,Turkey,Mexico,Greece,,31440.0,2019-02-28T19:40:30.000Z,Russia_Turkey_Mexico_Greece,4
2997724,,Mexico,Mexico,Israel,Spain,84255.0,2019-02-28T19:40:31.000Z,Mexico_Israel_Spain,3
2997725,Greece,,Mexico,Israel,Russia,77488.0,2019-02-28T19:40:36.000Z,Greece_Mexico_Israel_Russia,4
2997726,Israel,Mexico,Greece,,,73801.0,2019-02-28T19:40:36.000Z,Israel_Mexico_Greece,3
2997727,Turkey,United Kingdom,United Kingdom,Russia,United Kingdom,19810.0,2019-02-28T19:40:36.000Z,Turkey_United Kingdom_Russia_United Kingdom,4
2997728,Mexico,Turkey,Israel,Turkey,Turkey,22527.0,2019-02-28T19:40:37.000Z,Mexico_Turkey_Israel_Turkey,4
2997729,,,Greece,Mexico,Turkey,32116.0,2019-02-28T19:40:39.000Z,Greece_Mexico_Turkey,3
2997730,Mexico,Russia,Israel,Russia,Mexico,44031.0,2019-02-28T19:40:41.000Z,Mexico_Russia_Israel_Russia_Mexico,5
2997731,United Kingdom,Russia,,,United Kingdom,30043.0,2019-02-28T19:40:46.000Z,United Kingdom_Russia_United Kingdom,3
2997732,United Kingdom,Turkey,Israel,United Kingdom,Israel,76445.0,2019-02-28T19:40:47.000Z,United Kingdom_Turkey_Israel_United Kingdom_Israel,5
2997733,Russia,Spain,,Turkey,Greece,61182.0,2019-02-28T19:40:50.000Z,Russia_Spain_Turkey_Greece,4
2997734,Turkey,Mexico,,Turkey,Russia,11688.0,2019-02-28T19:40:51.000Z,Turkey_Mexico_Turkey_Russia,4
2997735,Mexico,Greece,Turkey,Russia,United Kingdom,90800.0,2019-02-28T19:40:53.000Z,Mexico_Greece_Turkey_Russia_United Kingdom,5
2997736,Greece,Russia,Mexico,,Israel,92427.0,2019-02-28T19:40:55.000Z,Greece_Russia_Mexico_Israel,4
2997737,Turkey,United Kingdom,,Israel,Mexico,73055.0,2019-02-28T19:40:55.000Z,Turkey_United Kingdom_Israel_Mexico,4
2997739,Russia,,,Greece,Spain,29234.0,2019-02-28T19:40:57.000Z,Russia_Greece_Spain,3
2997740,Russia,Greece,Russia,United Kingdom,United Kingdom,17367.0,2019-02-28T19:40:58.000Z,Russia_Greece_Russia_United Kingdom,4
2997741,,Mexico,Turkey,Israel,Turkey,3711.0,2019-02-28T19:41:00.000Z,Mexico_Turkey_Israel_Turkey,4
2997742,Russia,,Greece,Israel,Turkey,43609.0,2019-02-28T19:41:05.000Z,Russia_Greece_Israel_Turkey,4
2997743,,,Spain,Russia,Russia,3302.0,2019-02-28T19:41:08.000Z,Spain_Russia,2
2997744,,United Kingdom,United Kingdom,,Russia,31601.0,2019-02-28T19:41:08.000Z,United Kingdom_Russia,2
2997745,Mexico,,,United Kingdom,Greece,21411.0,2019-02-28T19:41:10.000Z,Mexico_United Kingdom_Greece,3
2997746,Spain,,Israel,United Kingdom,Russia,55747.0,2019-02-28T19:41:11.000Z,Spain_Israel_United Kingdom_Russia,4
2997747,Mexico,Turkey,,United Kingdom,Mexico,29546.0,2019-02-28T19:41:14.000Z,Mexico_Turkey_United Kingdom_Mexico,4
2997748,Israel,Spain,Mexico,Turkey,,55609.0,2019-02-28T19:41:16.000Z,Israel_Spain_Mexico_Turkey,4
2997749,,Spain,Russia,Turkey,,59963.0,2019-02-28T19:41:17.000Z,Spain_Russia_Turkey,3
2997750,Turkey,Israel,Mexico,,Israel,53325.0,2019-02-28T19:41:18.000Z,Turkey_Israel_Mexico_Israel,4
2997751,Spain,Israel,,Greece,United Kingdom,2638.0,2019-02-28T19:41:18.000Z,Spain_Israel_Greece_United Kingdom,4
2997752,Turkey,United Kingdom,,Israel,Greece,35257.0,2019-02-28T19:41:19.000Z,Turkey_United Kingdom_Israel_Greece,4
2997753,Mexico,Russia,Spain,Turkey,,15333.0,2019-02-28T19:41:19.000Z,Mexico_Russia_Spain_Turkey,4
2997754,Mexico,Russia,Spain,United Kingdom,Turkey,5327.0,2019-02-28T19:41:21.000Z,Mexico_Russia_Spain_United Kingdom_Turkey,5
2997755,Spain,United Kingdom,,Israel,Greece,20267.0,2019-02-28T19:41:23.000Z,Spain_United Kingdom_Israel_Greece,4
2997756,Israel,Turkey,United Kingdom,Spain,Greece,28013.0,2019-02-28T19:41:24.000Z,Israel_Turkey_United Kingdom_Spain_Greece,5
2997757,Greece,,Mexico,Russia,Turkey,49909.0,2019-02-28T19:41:24.000Z,Greece_Mexico_Russia_Turkey,4
2997758,,United Kingdom,Turkey,Mexico,Greece,51426.0,2019-02-28T19:41:26.000Z,United Kingdom_Turkey_Mexico_Greece,4
2997759,Greece,Turkey,United Kingdom,,Israel,38183.0,2019-02-28T19:41:27.000Z,Greece_Turkey_United Kingdom_Israel,4
2997760,Israel,,Israel,Turkey,Israel,60167.0,2019-02-28T19:41:29.000Z,Israel_Turkey_Israel,3
2997761,Spain,Turkey,Greece,Mexico,Mexico,39375.0,2019-02-28T19:41:30.000Z,Spain_Turkey_Greece_Mexico,4
2997762,,Mexico,Mexico,Turkey,,97133.0,2019-02-28T19:41:31.000Z,Mexico_Turkey,2
2997763,,Mexico,Spain,United Kingdom,Russia,36748.0,2019-02-28T19:41:36.000Z,Mexico_Spain_United Kingdom_Russia,4
2997764,Spain,Russia,Spain,,Israel,91559.0,2019-02-28T19:41:37.000Z,Spain_Russia_Spain_Israel,4
2997765,,Russia,Mexico,Russia,,1332.0,2019-02-28T19:41:38.000Z,Russia_Mexico_Russia,3
2997766,,Israel,,Turkey,Russia,20614.0,2019-02-28T19:41:39.000Z,Israel_Turkey_Russia,3
2997767,Greece,Mexico,Russia,Turkey,Mexico,66109.0,2019-02-28T19:41:40.000Z,Greece_Mexico_Russia_Turkey_Mexico,5
2997768,United Kingdom,Israel,Spain,Russia,Mexico,90131.0,2019-02-28T19:41:44.000Z,United Kingdom_Israel_Spain_Russia_Mexico,5
2997769,United Kingdom,Israel,,Mexico,Greece,39365.0,2019-02-28T19:41:45.000Z,United Kingdom_Israel_Mexico_Greece,4
2997770,United Kingdom,Russia,,Spain,Greece,37029.0,2019-02-28T19:41:49.000Z,United Kingdom_Russia_Spain_Greece,4
2997771,Mexico,Spain,,Israel,Greece,4841.0,2019-02-28T19:41:51.000Z,Mexico_Spain_Israel_Greece,4
2997772,United Kingdom,Mexico,Turkey,,Mexico,53610.0,2019-02-28T19:41:51.000Z,United Kingdom_Mexico_Turkey_Mexico,4
2997773,Turkey,,Greece,Mexico,,84430.0,2019-02-28T19:41:53.000Z,Turkey_Greece_Mexico,3
2997774,United Kingdom,Mexico,,Spain,Spain,30960.0,2019-02-28T19:41:54.000Z,United Kingdom_Mexico_Spain,3
2997775,Turkey,Israel,United Kingdom,Spain,,6784.0,2019-02-28T19:41:55.000Z,Turkey_Israel_United Kingdom_Spain,4
2997777,Mexico,Greece,Mexico,United Kingdom,Israel,30640.0,2019-02-28T19:41:59.000Z,Mexico_Greece_Mexico_United Kingdom_Israel,5
2997778,,Greece,,,Spain,57697.0,2019-02-28T19:42:03.000Z,Greece_Spain,2
2997779,Mexico,Greece,,United Kingdom,Spain,87055.0,2019-02-28T19:42:03.000Z,Mexico_Greece_United Kingdom_Spain,4
2997780,Turkey,Spain,Israel,United Kingdom,,14282.0,2019-02-28T19:42:04.000Z,Turkey_Spain_Israel_United Kingdom,4
2997781,Russia,,Mexico,,,94878.0,2019-02-28T19:42:05.000Z,Russia_Mexico,2
2997782,Israel,Mexico,Turkey,Greece,,14584.0,2019-02-28T19:42:07.000Z,Israel_Mexico_Turkey_Greece,4
2997783,United Kingdom,,Israel,,Turkey,28039.0,2019-02-28T19:42:07.000Z,United Kingdom_Israel_Turkey,3
2997784,,United Kingdom,Turkey,Israel,,42882.0,2019-02-28T19:42:08.000Z,United Kingdom_Turkey_Israel,3
2997785,Mexico,Turkey,United Kingdom,,Spain,39362.0,2019-02-28T19:42:10.000Z,Mexico_Turkey_United Kingdom_Spain,4
2997786,Greece,,Russia,Mexico,Turkey,78702.0,2019-02-28T19:42:10.000Z,Greece_Russia_Mexico_Turkey,4
2997787,United Kingdom,Mexico,Israel,,Greece,309.0,2019-02-28T19:42:14.000Z,United Kingdom_Mexico_Israel_Greece,4
2997788,,Russia,,Greece,Israel,50596.0,2019-02-28T19:42:14.000Z,Russia_Greece_Israel,3
2997789,,,Spain,Turkey,,73973.0,2019-02-28T19:42:14.000Z,Spain_Turkey,2
2997790,Spain,Russia,United Kingdom,,Russia,15977.0,2019-02-28T19:42:14.000Z,Spain_Russia_United Kingdom_Russia,4
2997791,United Kingdom,Turkey,Russia,Spain,,25044.0,2019-02-28T19:42:17.000Z,United Kingdom_Turkey_Russia_Spain,4
2997792,,Mexico,United Kingdom,United Kingdom,,17601.0,2019-02-28T19:42:17.000Z,Mexico_United Kingdom,2
2997793,Greece,,United Kingdom,,,98663.0,2019-02-28T19:42:19.000Z,Greece_United Kingdom,2
2997794,Greece,,,Spain,Israel,12988.0,2019-02-28T19:42:20.000Z,Greece_Spain_Israel,3
2997795,Israel,United Kingdom,Turkey,Mexico,Spain,17057.0,2019-02-28T19:42:23.000Z,Israel_United Kingdom_Turkey_Mexico_Spain,5
2997796,,Mexico,Mexico,,Russia,61742.0,2019-02-28T19:42:25.000Z,Mexico_Russia,2
2997797,Spain,Greece,Russia,,Mexico,81960.0,2019-02-28T19:42:31.000Z,Spain_Greece_Russia_Mexico,4
2997798,Russia,,,Russia,Turkey,67768.0,2019-02-28T19:42:31.000Z,Russia_Turkey,2
2997799,,Mexico,Greece,Russia,,2808.0,2019-02-28T19:42:32.000Z,Mexico_Greece_Russia,3
2997800,Greece,Israel,Turkey,,Mexico,76434.0,2019-02-28T19:42:32.000Z,Greece_Israel_Turkey_Mexico,4
2997801,Russia,,Mexico,Spain,,83674.0,2019-02-28T19:42:36.000Z,Russia_Mexico_Spain,3
2997802,,United Kingdom,,Spain,Israel,73991.0,2019-02-28T19:42:36.000Z,United Kingdom_Spain_Israel,3
2997803,United Kingdom,United Kingdom,Russia,United Kingdom,Israel,35096.0,2019-02-28T19:42:38.000Z,United Kingdom_Russia_United Kingdom_Israel,4
2997804,Mexico,Mexico,Russia,Turkey,Greece,74033.0,2019-02-28T19:42:41.000Z,Mexico_Russia_Turkey_Greece,4
2997805,Greece,,United Kingdom,,Greece,62459.0,2019-02-28T19:42:43.000Z,Greece_United Kingdom_Greece,3
2997806,United Kingdom,,Spain,,Mexico,41132.0,2019-02-28T19:42:45.000Z,United Kingdom_Spain_Mexico,3
2997807,United Kingdom,,Greece,Turkey,,82749.0,2019-02-28T19:42:47.000Z,United Kingdom_Greece_Turkey,3
2997808,Spain,Greece,Turkey,United Kingdom,Russia,45863.0,2019-02-28T19:42:47.000Z,Spain_Greece_Turkey_United Kingdom_Russia,5
2997809,Israel,Israel,Israel,United Kingdom,Greece,35313.0,2019-02-28T19:42:50.000Z,Israel_United Kingdom_Greece,3
2997810,,,Turkey,Greece,United Kingdom,73212.0,2019-02-28T19:42:51.000Z,Turkey_Greece_United Kingdom,3
2997811,Israel,Greece,,Turkey,Mexico,9287.0,2019-02-28T19:42:51.000Z,Israel_Greece_Turkey_Mexico,4
2997812,Russia,,Turkey,Mexico,,85819.0,2019-02-28T19:42:52.000Z,Russia_Turkey_Mexico,3
2997813,Spain,Mexico,Russia,Mexico,Greece,36084.0,2019-02-28T19:42:52.000Z,Spain_Mexico_Russia_Mexico_Greece,5
2997814,,Israel,Mexico,Spain,Turkey,94312.0,2019-02-28T19:42:52.000Z,Israel_Mexico_Spain_Turkey,4
2997815,Mexico,Russia,United Kingdom,Spain,,7355.0,2019-02-28T19:42:52.000Z,Mexico_Russia_United Kingdom_Spain,4
2997816,Mexico,Israel,Greece,Russia,Mexico,98393.0,2019-02-28T19:42:53.000Z,Mexico_Israel_Greece_Russia_Mexico,5
2997817,United Kingdom,Mexico,,Spain,,49152.0,2019-02-28T19:42:54.000Z,United Kingdom_Mexico_Spain,3
2997818,Russia,,Spain,Greece,Mexico,18185.0,2019-02-28T19:42:56.000Z,Russia_Spain_Greece_Mexico,4
